Date,Sender,Message,Polarity,Subjectivity,Keyword_profit,Keyword_loss,Keyword_target,Keyword_buy,Keyword_sell,Message_Length,Word_Count,Capital_Words_Count,Keyword_stock,Keyword_hold
2024-12-04 08:09:59+00:00,-1001843670580,974,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 08:09:52+00:00,-1001843670580,967,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 08:09:45+00:00,-1001843670580,963,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 08:09:16+00:00,-1001843670580,"110 point achieve by call 
Jackpot return calls",0.0,0.0,0.0,0.0,0.0,False,False,0.036949685534591194,0.03864734299516908,0.0,False,False
2024-12-04 08:07:19+00:00,-1001843670580,942,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 08:04:19+00:00,-1001843670580,938,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:58:31+00:00,-1001843670580,885,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:58:21+00:00,-1001843670580,882,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:58:09+00:00,-1001843670580,880,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:58:00+00:00,-1001843670580,877,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:56:57+00:00,-1001843670580,50 point achieve by call ,0.0,0.0,0.0,0.0,0.0,False,False,0.019654088050314468,0.024154589371980676,0.0,False,False
2024-12-04 07:54:23+00:00,-1001843670580,Last Target done ,0.0,0.06666666666666667,0.0,0.0,1.0,False,False,0.013364779874213837,0.014492753623188404,0.0,False,False
2024-12-04 07:53:24+00:00,-1001843670580,875,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:51:44+00:00,-1001843670580,874,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:50:56+00:00,-1001843670580,869,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:50:17+00:00,-1001843670580,866,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:48:39+00:00,-1001843670580,862,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
